Cuenta;Nombre;Ramo;signo
29001102010;LIBERACION RESERVA MATEMATICA;CORRIENTE DÉBIL;1
29001102015;LIBERACION RES MAT RIESGOS PROFESI;CORRIENTE DÉBIL;1
29001102017;LIBERACION RESERVA BEEPS(RESTA);CORRIENTE DÉBIL;1
29001102020;LIBERACION RES SEG VIDA AHORRO CON;CORRIENTE DÉBIL;1
29001102022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;CORRIENTE DÉBIL;1
29001102025;ELIMINADA;CORRIENTE DÉBIL;1
29001102026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;CORRIENTE DÉBIL;-1
29001102027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;CORRIENTE DÉBIL;-1
29001102030;CONST RESERVA MATEMATICA;CORRIENTE DÉBIL;-1
29001102035;CONST RES MAT RIESGOS PROFESIONALES;CORRIENTE DÉBIL;-1
29001102037;CONSTITUCION RESERVA MATEMA BEEPS;CORRIENTE DÉBIL;-1
29001102040;CONST RES SEG VIDA AHORRO CON PARTI;CORRIENTE DÉBIL;-1
29001102045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;CORRIENTE DÉBIL;-1
29001102999;SUBTOTAL;CORRIENTE DÉBIL;1
29001103999;PRIMAS DEVENGADAS;CORRIENTE DÉBIL;1
29001104005; LIBERACION RES MAT RIESGOS PROFESIO;CORRIENTE DÉBIL;1
29001104007;LIBERACION RES MATEMATICA BEEPS;CORRIENTE DÉBIL;1
29001104010; LIBERACION RES PARA SINIESTROS AVISA;CORRIENTE DÉBIL;1
29001104015; LIBERACION RES PARA SINIESTROS NO AVIS;CORRIENTE DÉBIL;1
29001104020; LIBERACION RES DESVIAC DE SINIESTRAL;CORRIENTE DÉBIL;1
29001104025; LIBERACION RESERVAS ESPECIALES;CORRIENTE DÉBIL;1
29001104026;LIBERACION RESERVA DE RIESGO CATASTROFIC;CORRIENTE DÉBIL;1
29001104030; CONST RESERVA MATEMAT RIESG PROFES;CORRIENTE DÉBIL;-1
29001104035; CONST RESERVA SINIESTROS AVISAD;CORRIENTE DÉBIL;-1
29001104037;CONSTITUCION RESERVA MAT BEEPS (RESTA);CORRIENTE DÉBIL;-1
29001104040; CONST RESERVA SINIESTROS NO AVIS;CORRIENTE DÉBIL;-1
29001104045; CONST RESERVA DESVIAC SINIESTRALID;CORRIENTE DÉBIL;-1
29001104050; CONST RESERVAS ESPECIALES;CORRIENTE DÉBIL;-1
29001104051;CONST RESERVA DE RIESGO CATASTROFICO;CORRIENTE DÉBIL;-1
29001104999; SUBTOTAL;CORRIENTE DÉBIL;1
29001105005;SINIESTROS LIQUIDADOS;CORRIENTE DÉBIL;-1
29001105010;SINIESTROS DE ACEP REASEG INTERIOR;CORRIENTE DÉBIL;-1
29001105015;SINIESTROS DE ACEP CONT NO PROPORC;CORRIENTE DÉBIL;-1
29001105020;SINIESTROS DE ACEP REASEG EXTERIOR;CORRIENTE DÉBIL;-1
29001105025;SINIESTROS DE ACEP CONTRAT NO PROP;CORRIENTE DÉBIL;-1
29001105999;SUBTOTAL;CORRIENTE DÉBIL;1
29001106005;REEMB SINIESTROS SOB CESIONES REAS;CORRIENTE DÉBIL;1
29001106010;REEMB SINIESTROS CONTR NO PROPORC;CORRIENTE DÉBIL;1
29001106015;REEMB SINIESTROS SOB CESIONES REAS;CORRIENTE DÉBIL;1
29001106020;REEMB SINIESTROS CONTR NO PROPORC;CORRIENTE DÉBIL;1
29001106025;REEMB STROS GARANTIZ X LA NACION RGOS;CORRIENTE DÉBIL;1
29001106030;REEMB POR ENFERMEDAD PROFESIONAL;CORRIENTE DÉBIL;1
29001106999;SUBTOTAL;CORRIENTE DÉBIL;1
29001107005; SALVAMENTOS DE ACEP REAS INTERIOR;CORRIENTE DÉBIL;1
29001107010; SALVAMENTOS DE ACEP REAS EXTERIOR;CORRIENTE DÉBIL;1
29001107015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;CORRIENTE DÉBIL;1
29001107020; RECOBROS;CORRIENTE DÉBIL;1
29001107025; GTOS SALVAM PARTE REASEG INTERIOR;CORRIENTE DÉBIL;-1
29001107030; GTOS SALVAM PARTE REASEG EXTERIOR;CORRIENTE DÉBIL;-1
29001107999; SUBTOTAL;CORRIENTE DÉBIL;1
29001108999;SINIESTROS CTA COMPANIA;CORRIENTE DÉBIL;1
29001109005;COMISIONES REASEGURO CEDIDO;CORRIENTE DÉBIL;-1
29001109010;INGRESOS EXCESO DE PERDIDA;CORRIENTE DÉBIL;1
29001109015;PARTICIP UTILIDADES REASEG CEDIDO;CORRIENTE DÉBIL;1
29001109020;INT Y GTOS RECONOCIDOS X REASEGUR;CORRIENTE DÉBIL;1
29001109025;INTER RECON A REASEGURADORES;CORRIENTE DÉBIL;-1
29001109030;PARTICIPAC UTILIDADES Y OTROS;CORRIENTE DÉBIL;1
29001109035;COSTO EXCESO DE PERDIDA;CORRIENTE DÉBIL;-1
29001109999;SUBTOTAL;CORRIENTE DÉBIL;1
29001110005;OTROS PRODUCTOS DE SEGUROS;CORRIENTE DÉBIL;1
29001110010;REMUNERACION DE ADMON DE COASEG;CORRIENTE DÉBIL;-1
29001110015;GTOS DE ADMON COASEG ACEPTADO;CORRIENTE DÉBIL;-1
29001110020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;CORRIENTE DÉBIL;-1
29001110025;CTOS RIESGOS PROFESIONALES;CORRIENTE DÉBIL;-1
29001110030;CONTRIBUCIONES DE SEGUROS;CORRIENTE DÉBIL;-1
29001110035;OTROS EGRESOS;CORRIENTE DÉBIL;-1
29001110999;SUBTOTAL;CORRIENTE DÉBIL;1
29001111005;ELIMINADA;CORRIENTE DÉBIL;1
29001111010;ELIMINADA;CORRIENTE DÉBIL;1
29001111015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;CORRIENTE DÉBIL;-1
29001111020;GASTOS DEPERSONAL DIRECTOS RAMO;CORRIENTE DÉBIL;-1
29001111025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;CORRIENTE DÉBIL;-1
29001111030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;CORRIENTE DÉBIL;-1
29001111999;SUBTOTAL;CORRIENTE DÉBIL;1
29001112005;REMUNERACION A FAVOR DE INTERMEDIA;CORRIENTE DÉBIL;-1
29001112010;COMISIONES AFP;CORRIENTE DÉBIL;-1
29001112015;ELIMINADA;CORRIENTE DÉBIL;1
29001112020;GASTOS EN TARIFACION;CORRIENTE DÉBIL;-1
29001112025;REMU POR USO DE RED Y A CANA DE COMERC;CORRIENTE DÉBIL;-1
29001112030;PAPELERIA Y GASTOS DE ENTREGA;CORRIENTE DÉBIL;-1
29001112999;SUBTOTAL;CORRIENTE DÉBIL;1
29001113999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;CORRIENTE DÉBIL;1
29001114999;RESULTADO TECNICO;CORRIENTE DÉBIL;1
29001115005;ELIMINADA;CORRIENTE DÉBIL;1
29001115010;OTRAS PROVISIONES;CORRIENTE DÉBIL;-1
29001115015;Ys Y-O EGRESOS REPORTES PROG ESPEC;CORRIENTE DÉBIL;1
29001115020;OTROS INGRESOS Y EGRESOS;CORRIENTE DÉBIL;1
29001115025;ING REALI DE ACT V RAZ RESP LAS RES TECN;CORRIENTE DÉBIL;1
29001115030;ING CAUS ACT A CORT AMORT RESP RE TEC;CORRIENTE DÉBIL;1
29001115035;ING Y EGRE PORT DE INV DIF A RESER TECNI;CORRIENTE DÉBIL;1
29001115040;EGRE INVER DE LAS RESERNAS TECNICAS;CORRIENTE DÉBIL;-1
29001115045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;CORRIENTE DÉBIL;-1
29001115999;SUBTOTAL;CORRIENTE DÉBIL;1
29001116999;UTILIDAD ANTES DE IMPUESTOS;CORRIENTE DÉBIL;1
29001117999;IMPTO DE RENTA Y COMPLEMENTARIOS;CORRIENTE DÉBIL;1
29001118999;RESULTADOS DEL EJERCICIO;CORRIENTE DÉBIL;1
29001119005;DIRECTOS;CORRIENTE DÉBIL;1
29001119010;ACEPTADOS EN REASEGURO;CORRIENTE DÉBIL;1
29001119015;PARTE REASEGURO AL INTERIOR;CORRIENTE DÉBIL;1
29001119020;PARTE REASEGURO AL EXTERIOR;CORRIENTE DÉBIL;1
29001119999;RETENCION NETA DE LA COMPANIA;CORRIENTE DÉBIL;1
29001120005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;CORRIENTE DÉBIL;1
29001120010;POLIZAS EMITIDAS NUEVAS;CORRIENTE DÉBIL;1
29001120015;POLIZAS REHABILITADAS;CORRIENTE DÉBIL;1
29001120020;POLIZAS CANCELADAS Y-O VENCIDAS;CORRIENTE DÉBIL;1
29001120999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;CORRIENTE DÉBIL;1
29001121005;PRIMAS CEDIDAS CONT AUTOM REASEG;CORRIENTE DÉBIL;-1
29001121010;PRIMAS CEDIDAS CONT FACUL REASEG;CORRIENTE DÉBIL;-1
29001121015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;CORRIENTE DÉBIL;-1
29001121020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;CORRIENTE DÉBIL;-1
29001121999;SUBTOTAL;CORRIENTE DÉBIL;1
29001122005;ELIMINADA;CORRIENTE DÉBIL;1
29001122010;ELIMINADA;CORRIENTE DÉBIL;1
29001122015;ELIMINADA;CORRIENTE DÉBIL;1
29001122999;ELIMINADA;CORRIENTE DÉBIL;1
29001123005;PRIMAS EMITIDAS RAMO DE TERREMOTO;CORRIENTE DÉBIL;1
29001123010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;CORRIENTE DÉBIL;1
29001123015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;CORRIENTE DÉBIL;-1
29001123020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;CORRIENTE DÉBIL;-1
29001123999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;CORRIENTE DÉBIL;1
29001124005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;CORRIENTE DÉBIL;1
29001124010;AJUSTES O COMP PERIODICOS ANTER (RESTA);CORRIENTE DÉBIL;-1
29001124999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;CORRIENTE DÉBIL;1
29001201005;PRIMAS EMITIDAS DIRECTAS;TODO RIESGO CONTRATISTA;1
29001201010;PRIMAS ACEPTADAS EN COASEGURO;TODO RIESGO CONTRATISTA;1
29001201015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;TODO RIESGO CONTRATISTA;-1
29001201020;ACEPTADAS REASEGURO INTERIOR;TODO RIESGO CONTRATISTA;1
29001201025;ACEPTADAS REASEGURO EXTERIOR;TODO RIESGO CONTRATISTA;1
29001201030;CANC Y-O ANULAC PRIMAS REASEG ACEP;TODO RIESGO CONTRATISTA;-1
29001201035;CEDIDAS REASEGURO INTERIOR;TODO RIESGO CONTRATISTA;-1
29001201040;CEDIDAS REASEGURO EXTERIOR;TODO RIESGO CONTRATISTA;-1
29001201045;CANC Y-O ANULAC PRIMAS REASEG CEDI;TODO RIESGO CONTRATISTA;-1
29001201050;Primas acept y/o cedidas x CamComp SOAT;TODO RIESGO CONTRATISTA;1
29001201999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001202005;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001202006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;TODO RIESGO CONTRATISTA;1
29001202007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;TODO RIESGO CONTRATISTA;1
29001202010;LIBERACION RESERVA MATEMATICA;TODO RIESGO CONTRATISTA;1
29001202015;LIBERACION RES MAT RIESGOS PROFESI;TODO RIESGO CONTRATISTA;1
29001202017;LIBERACION RESERVA BEEPS(RESTA);TODO RIESGO CONTRATISTA;1
29001202020;LIBERACION RES SEG VIDA AHORRO CON;TODO RIESGO CONTRATISTA;1
29001202022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;TODO RIESGO CONTRATISTA;1
29001202025;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001202026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;TODO RIESGO CONTRATISTA;-1
29001202027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;TODO RIESGO CONTRATISTA;-1
29001202030;CONST RESERVA MATEMATICA;TODO RIESGO CONTRATISTA;-1
29001202035;CONST RES MAT RIESGOS PROFESIONALES;TODO RIESGO CONTRATISTA;-1
29001202037;CONSTITUCION RESERVA MATEMA BEEPS;TODO RIESGO CONTRATISTA;-1
29001202040;CONST RES SEG VIDA AHORRO CON PARTI;TODO RIESGO CONTRATISTA;-1
29001202045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;TODO RIESGO CONTRATISTA;-1
29001202999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001203999;PRIMAS DEVENGADAS;TODO RIESGO CONTRATISTA;1
29001204005; LIBERACION RES MAT RIESGOS PROFESIO;TODO RIESGO CONTRATISTA;1
29001204007;LIBERACION RES MATEMATICA BEEPS;TODO RIESGO CONTRATISTA;1
29001204010; LIBERACION RES PARA SINIESTROS AVISA;TODO RIESGO CONTRATISTA;1
29001204015; LIBERACION RES PARA SINIESTROS NO AVIS;TODO RIESGO CONTRATISTA;1
29001204020; LIBERACION RES DESVIAC DE SINIESTRAL;TODO RIESGO CONTRATISTA;1
29001204025; LIBERACION RESERVAS ESPECIALES;TODO RIESGO CONTRATISTA;1
29001204026;LIBERACION RESERVA DE RIESGO CATASTROFIC;TODO RIESGO CONTRATISTA;1
29001204030; CONST RESERVA MATEMAT RIESG PROFES;TODO RIESGO CONTRATISTA;-1
29001204035; CONST RESERVA SINIESTROS AVISAD;TODO RIESGO CONTRATISTA;-1
29001204037;CONSTITUCION RESERVA MAT BEEPS (RESTA);TODO RIESGO CONTRATISTA;-1
29001204040; CONST RESERVA SINIESTROS NO AVIS;TODO RIESGO CONTRATISTA;-1
29001204045; CONST RESERVA DESVIAC SINIESTRALID;TODO RIESGO CONTRATISTA;-1
29001204050; CONST RESERVAS ESPECIALES;TODO RIESGO CONTRATISTA;-1
29001204051;CONST RESERVA DE RIESGO CATASTROFICO;TODO RIESGO CONTRATISTA;-1
29001204999; SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001205005;SINIESTROS LIQUIDADOS;TODO RIESGO CONTRATISTA;-1
29001205010;SINIESTROS DE ACEP REASEG INTERIOR;TODO RIESGO CONTRATISTA;-1
29001205015;SINIESTROS DE ACEP CONT NO PROPORC;TODO RIESGO CONTRATISTA;-1
29001205020;SINIESTROS DE ACEP REASEG EXTERIOR;TODO RIESGO CONTRATISTA;-1
29001205025;SINIESTROS DE ACEP CONTRAT NO PROP;TODO RIESGO CONTRATISTA;-1
29001205999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001206005;REEMB SINIESTROS SOB CESIONES REAS;TODO RIESGO CONTRATISTA;1
29001206010;REEMB SINIESTROS CONTR NO PROPORC;TODO RIESGO CONTRATISTA;1
29001206015;REEMB SINIESTROS SOB CESIONES REAS;TODO RIESGO CONTRATISTA;1
29001206020;REEMB SINIESTROS CONTR NO PROPORC;TODO RIESGO CONTRATISTA;1
29001206025;REEMB STROS GARANTIZ X LA NACION RGOS;TODO RIESGO CONTRATISTA;1
29001206030;REEMB POR ENFERMEDAD PROFESIONAL;TODO RIESGO CONTRATISTA;1
29001206999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001207005; SALVAMENTOS DE ACEP REAS INTERIOR;TODO RIESGO CONTRATISTA;1
29001207010; SALVAMENTOS DE ACEP REAS EXTERIOR;TODO RIESGO CONTRATISTA;1
29001207015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;TODO RIESGO CONTRATISTA;1
29001207020; RECOBROS;TODO RIESGO CONTRATISTA;1
29001207025; GTOS SALVAM PARTE REASEG INTERIOR;TODO RIESGO CONTRATISTA;-1
29001207030; GTOS SALVAM PARTE REASEG EXTERIOR;TODO RIESGO CONTRATISTA;-1
29001207999; SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001208999;SINIESTROS CTA COMPANIA;TODO RIESGO CONTRATISTA;1
29001209005;COMISIONES REASEGURO CEDIDO;TODO RIESGO CONTRATISTA;-1
29001209010;INGRESOS EXCESO DE PERDIDA;TODO RIESGO CONTRATISTA;1
29001209015;PARTICIP UTILIDADES REASEG CEDIDO;TODO RIESGO CONTRATISTA;1
29001209020;INT Y GTOS RECONOCIDOS X REASEGUR;TODO RIESGO CONTRATISTA;1
29001209025;INTER RECON A REASEGURADORES;TODO RIESGO CONTRATISTA;-1
29001209030;PARTICIPAC UTILIDADES Y OTROS;TODO RIESGO CONTRATISTA;1
29001209035;COSTO EXCESO DE PERDIDA;TODO RIESGO CONTRATISTA;-1
29001209999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001210005;OTROS PRODUCTOS DE SEGUROS;TODO RIESGO CONTRATISTA;1
29001210010;REMUNERACION DE ADMON DE COASEG;TODO RIESGO CONTRATISTA;-1
29001210015;GTOS DE ADMON COASEG ACEPTADO;TODO RIESGO CONTRATISTA;-1
29001210020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;TODO RIESGO CONTRATISTA;-1
29001210025;CTOS RIESGOS PROFESIONALES;TODO RIESGO CONTRATISTA;-1
29001210030;CONTRIBUCIONES DE SEGUROS;TODO RIESGO CONTRATISTA;-1
29001210035;OTROS EGRESOS;TODO RIESGO CONTRATISTA;-1
29001210999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001211005;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001211010;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001211015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;TODO RIESGO CONTRATISTA;-1
29001211020;GASTOS DEPERSONAL DIRECTOS RAMO;TODO RIESGO CONTRATISTA;-1
29001211025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;TODO RIESGO CONTRATISTA;-1
29001211030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;TODO RIESGO CONTRATISTA;-1
29001211999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001212005;REMUNERACION A FAVOR DE INTERMEDIA;TODO RIESGO CONTRATISTA;-1
29001212010;COMISIONES AFP;TODO RIESGO CONTRATISTA;-1
29001212015;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001212020;GASTOS EN TARIFACION;TODO RIESGO CONTRATISTA;-1
29001212025;REMU POR USO DE RED Y A CANA DE COMERC;TODO RIESGO CONTRATISTA;-1
29001212030;PAPELERIA Y GASTOS DE ENTREGA;TODO RIESGO CONTRATISTA;-1
29001212999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001213999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;TODO RIESGO CONTRATISTA;1
29001214999;RESULTADO TECNICO;TODO RIESGO CONTRATISTA;1
29001215005;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001215010;OTRAS PROVISIONES;TODO RIESGO CONTRATISTA;-1
29001215015;Ys Y-O EGRESOS REPORTES PROG ESPEC;TODO RIESGO CONTRATISTA;1
29001215020;OTROS INGRESOS Y EGRESOS;TODO RIESGO CONTRATISTA;1
29001215025;ING REALI DE ACT V RAZ RESP LAS RES TECN;TODO RIESGO CONTRATISTA;1
29001215030;ING CAUS ACT A CORT AMORT RESP RE TEC;TODO RIESGO CONTRATISTA;1
29001215035;ING Y EGRE PORT DE INV DIF A RESER TECNI;TODO RIESGO CONTRATISTA;1
29001215040;EGRE INVER DE LAS RESERNAS TECNICAS;TODO RIESGO CONTRATISTA;-1
29001215045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;TODO RIESGO CONTRATISTA;-1
29001215999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001216999;UTILIDAD ANTES DE IMPUESTOS;TODO RIESGO CONTRATISTA;1
29001217999;IMPTO DE RENTA Y COMPLEMENTARIOS;TODO RIESGO CONTRATISTA;1
29001218999;RESULTADOS DEL EJERCICIO;TODO RIESGO CONTRATISTA;1
29001219005;DIRECTOS;TODO RIESGO CONTRATISTA;1
29001219010;ACEPTADOS EN REASEGURO;TODO RIESGO CONTRATISTA;1
29001219015;PARTE REASEGURO AL INTERIOR;TODO RIESGO CONTRATISTA;1
29001219020;PARTE REASEGURO AL EXTERIOR;TODO RIESGO CONTRATISTA;1
29001219999;RETENCION NETA DE LA COMPANIA;TODO RIESGO CONTRATISTA;1
29001220005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;TODO RIESGO CONTRATISTA;1
29001220010;POLIZAS EMITIDAS NUEVAS;TODO RIESGO CONTRATISTA;1
29001220015;POLIZAS REHABILITADAS;TODO RIESGO CONTRATISTA;1
29001220020;POLIZAS CANCELADAS Y-O VENCIDAS;TODO RIESGO CONTRATISTA;1
29001220999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;TODO RIESGO CONTRATISTA;1
29001221005;PRIMAS CEDIDAS CONT AUTOM REASEG;TODO RIESGO CONTRATISTA;-1
29001221010;PRIMAS CEDIDAS CONT FACUL REASEG;TODO RIESGO CONTRATISTA;-1
29001221015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;TODO RIESGO CONTRATISTA;-1
29001221020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;TODO RIESGO CONTRATISTA;-1
29001221999;SUBTOTAL;TODO RIESGO CONTRATISTA;1
29001222005;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001222010;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001222015;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001222999;ELIMINADA;TODO RIESGO CONTRATISTA;1
29001223005;PRIMAS EMITIDAS RAMO DE TERREMOTO;TODO RIESGO CONTRATISTA;1
29001223010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;TODO RIESGO CONTRATISTA;1
29001223015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;TODO RIESGO CONTRATISTA;-1
29001223020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;TODO RIESGO CONTRATISTA;-1
29001223999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;TODO RIESGO CONTRATISTA;1
29001224005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;TODO RIESGO CONTRATISTA;1
29001224010;AJUSTES O COMP PERIODICOS ANTER (RESTA);TODO RIESGO CONTRATISTA;-1
29001224999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;TODO RIESGO CONTRATISTA;1
29001301005;PRIMAS EMITIDAS DIRECTAS;MANEJO;1
29001301010;PRIMAS ACEPTADAS EN COASEGURO;MANEJO;1
29001301015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;MANEJO;-1
29001301020;ACEPTADAS REASEGURO INTERIOR;MANEJO;1
29001301025;ACEPTADAS REASEGURO EXTERIOR;MANEJO;1
29001301030;CANC Y-O ANULAC PRIMAS REASEG ACEP;MANEJO;-1
29001301035;CEDIDAS REASEGURO INTERIOR;MANEJO;-1
29001301040;CEDIDAS REASEGURO EXTERIOR;MANEJO;-1
29001301045;CANC Y-O ANULAC PRIMAS REASEG CEDI;MANEJO;-1
29001301050;Primas acept y/o cedidas x CamComp SOAT;MANEJO;1
29001301999;SUBTOTAL;MANEJO;1
29001302005;ELIMINADA;MANEJO;1
29001302006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;MANEJO;1
29001302007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;MANEJO;1
29001302010;LIBERACION RESERVA MATEMATICA;MANEJO;1
29001302015;LIBERACION RES MAT RIESGOS PROFESI;MANEJO;1
29001302017;LIBERACION RESERVA BEEPS(RESTA);MANEJO;1
29001302020;LIBERACION RES SEG VIDA AHORRO CON;MANEJO;1
29001302022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;MANEJO;1
29001302025;ELIMINADA;MANEJO;1
29001302026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;MANEJO;-1
29001302027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;MANEJO;-1
29001302030;CONST RESERVA MATEMATICA;MANEJO;-1
29001302035;CONST RES MAT RIESGOS PROFESIONALES;MANEJO;-1
29001302037;CONSTITUCION RESERVA MATEMA BEEPS;MANEJO;-1
29001302040;CONST RES SEG VIDA AHORRO CON PARTI;MANEJO;-1
29001302045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;MANEJO;-1
29001302999;SUBTOTAL;MANEJO;1
29001303999;PRIMAS DEVENGADAS;MANEJO;1
29001304005; LIBERACION RES MAT RIESGOS PROFESIO;MANEJO;1
29001304007;LIBERACION RES MATEMATICA BEEPS;MANEJO;1
29001304010; LIBERACION RES PARA SINIESTROS AVISA;MANEJO;1
29001304015; LIBERACION RES PARA SINIESTROS NO AVIS;MANEJO;1
29001304020; LIBERACION RES DESVIAC DE SINIESTRAL;MANEJO;1
29001304025; LIBERACION RESERVAS ESPECIALES;MANEJO;1
29001304026;LIBERACION RESERVA DE RIESGO CATASTROFIC;MANEJO;1
29001304030; CONST RESERVA MATEMAT RIESG PROFES;MANEJO;-1
29001304035; CONST RESERVA SINIESTROS AVISAD;MANEJO;-1
29001304037;CONSTITUCION RESERVA MAT BEEPS (RESTA);MANEJO;-1
29001304040; CONST RESERVA SINIESTROS NO AVIS;MANEJO;-1
29001304045; CONST RESERVA DESVIAC SINIESTRALID;MANEJO;-1
29001304050; CONST RESERVAS ESPECIALES;MANEJO;-1
29001304051;CONST RESERVA DE RIESGO CATASTROFICO;MANEJO;-1
29001304999; SUBTOTAL;MANEJO;1
29001305005;SINIESTROS LIQUIDADOS;MANEJO;-1
29001305010;SINIESTROS DE ACEP REASEG INTERIOR;MANEJO;-1
29001305015;SINIESTROS DE ACEP CONT NO PROPORC;MANEJO;-1
29001305020;SINIESTROS DE ACEP REASEG EXTERIOR;MANEJO;-1
29001305025;SINIESTROS DE ACEP CONTRAT NO PROP;MANEJO;-1
29001305999;SUBTOTAL;MANEJO;1
29001306005;REEMB SINIESTROS SOB CESIONES REAS;MANEJO;1
29001306010;REEMB SINIESTROS CONTR NO PROPORC;MANEJO;1
29001306015;REEMB SINIESTROS SOB CESIONES REAS;MANEJO;1
29001306020;REEMB SINIESTROS CONTR NO PROPORC;MANEJO;1
29001306025;REEMB STROS GARANTIZ X LA NACION RGOS;MANEJO;1
29001306030;REEMB POR ENFERMEDAD PROFESIONAL;MANEJO;1
29001306999;SUBTOTAL;MANEJO;1
29001307005; SALVAMENTOS DE ACEP REAS INTERIOR;MANEJO;1
29001307010; SALVAMENTOS DE ACEP REAS EXTERIOR;MANEJO;1
29001307015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;MANEJO;1
29001307020; RECOBROS;MANEJO;1
29001307025; GTOS SALVAM PARTE REASEG INTERIOR;MANEJO;-1
29001307030; GTOS SALVAM PARTE REASEG EXTERIOR;MANEJO;-1
29001307999; SUBTOTAL;MANEJO;1
29001308999;SINIESTROS CTA COMPANIA;MANEJO;1
29001309005;COMISIONES REASEGURO CEDIDO;MANEJO;-1
29001309010;INGRESOS EXCESO DE PERDIDA;MANEJO;1
29001309015;PARTICIP UTILIDADES REASEG CEDIDO;MANEJO;1
29001309020;INT Y GTOS RECONOCIDOS X REASEGUR;MANEJO;1
29001309025;INTER RECON A REASEGURADORES;MANEJO;-1
29001309030;PARTICIPAC UTILIDADES Y OTROS;MANEJO;1
29001309035;COSTO EXCESO DE PERDIDA;MANEJO;-1
29001309999;SUBTOTAL;MANEJO;1
29001310005;OTROS PRODUCTOS DE SEGUROS;MANEJO;1
29001310010;REMUNERACION DE ADMON DE COASEG;MANEJO;-1
