"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31"
"29000714999";"RESULTADO TECNICO";"INCENDIO";356039154;1278103276;671953501;1373079120;1332196306;2003552664;3087584036;2481107113;2819625472;3822926251;4233662640;4082256714;364010598;1292491185;1842640047;2039759924;2557785298;3028227448;4230559118;4121800781;5221856755;5355857426;5121811871;5508475176
"29000715005";"ELIMINADA";"INCENDIO";-468068797;-458692226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000715010";"OTRAS PROVISIONES";"INCENDIO";0;0;0;0;0;-10597710;-10585780;-10559634;-21644655;-20718311;-16680135;-14875801;0;0;0;0;0;0;0;0;-163636;-152657;0;0
"29000715015";"Ys Y-O EGRESOS REPORTES PROG ESPEC";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000715020";"OTROS INGRESOS Y EGRESOS";"INCENDIO";9678117;-22324202;367484755;388520212;676654139;661740707;547784182;739370210;866538947;850516399;877323481;916497289;140929385;128914960;332787479;480872858;550360712;581413937;556608788;593751077;653721702;682526910;772016961;766990334
"29000715025";"ING REALI DE ACT V RAZ RESP LAS RES TECN";"INCENDIO";0;0;46159219;63371269;81731139;99677488;118428950;140613018;163487875;182218915;198772109;218264796;25547885;44700179;65988322;84121913;91431502;103330804;114246333;123995848;135253847;146587488;157156416;168307449
"29000715030";"ING CAUS ACT A CORT AMORT RESP RE TEC";"INCENDIO";0;0;142905385;202401682;308980060;434910557;562604573;682523419;827061811;956790265;1053744397;1176092024;112891299;200506973;322497894;426278903;544548055;634424427;712455804;777979584;843096620;912439421;974606084;1034879128
"29000715035";"ING Y EGRE PORT DE INV DIF A RESER TECNI";"INCENDIO";0;0;0;0;0;0;-130928155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000715040";"EGRE INVER DE LAS RESERNAS TECNICAS";"INCENDIO";0;0;-18435500;-22328333;-43339056;-88237722;-124122722;-169181063;-198706063;-242711063;-270472063;-281580396;-12660000;-18825000;-35885000;-41335000;-59955000;-73026097;-90111097;-99199430;-105194527;-113014527;-115814527;-127499527
"29000715045";"OTROS GASTOS DE ADMIN Y PERS NO ASIG";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000715999";"SUBTOTAL";"INCENDIO";-458390680;-481016428;538113859;631964830;1024026282;1097493320;963181048;1382765950;1636737915;1726096205;1842687789;2014397912;266708569;355297112;685388695;949938674;1126385269;1246143071;1293199828;1396527079;1526714006;1628386635;1787964934;1842677384
"29000716999";"UTILIDAD ANTES DE IMPUESTOS";"INCENDIO";-102351526;797086848;1210067360;2005043950;2356222588;3101045984;4050765084;3863873063;4456363387;5549022456;6076350429;6096654626;630719167;1647788297;2528028742;2989698598;3684170567;4274370519;5523758946;5518327860;6748570761;6984244061;6909776805;7351152560
"29000717999";"IMPTO DE RENTA Y COMPLEMENTARIOS";"INCENDIO";372462067;694096475;1771491450;587216106;934144517;1028262142;1613244607;1282182859;1402353548;1966735348;2320292646;2171509244;158543337;511418353;724689333;958172917;1318336647;1641140730;2140689761;2131504720;2692039969;2813715265;2748040430;2975011745
"29000718999";"RESULTADOS DEL EJERCICIO";"INCENDIO";-474813593;102990373;-561424090;1417827844;1422078071;2072783842;2437520477;2581690204;3054009839;3582287108;3756057783;3925145382;472175830;1136369944;1803339409;2031525681;2365833920;2633229789;3383069185;3386823140;4056530792;4170528796;4161736375;4376140815
"29000719005";"DIRECTOS";"INCENDIO";67993783;73848413;84631794;91420844;96331947;103518892;108592120;115172218;121499356;126836549;132592485;139911038;146029295;150566454;156642477;162749893;170898672;177325999;182894695;189392469;195754319;205290445;214888197;225608215
"29000719010";"ACEPTADOS EN REASEGURO";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000719015";"PARTE REASEGURO AL INTERIOR";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000719020";"PARTE REASEGURO AL EXTERIOR";"INCENDIO";-1986753;-2476733;-2517777;-2678590;-2762038;-5278803;-5246118;-5279300;-5288125;-5327075;-5363914;-6805325;-11270744;-9555921;-9900270;-9043714;-12711454;-11606376;-11353452;-11387532;-11900836;-11493793;-11548111;-14719502
"29000719999";"RETENCION NETA DE LA COMPANIA";"INCENDIO";66007030;71371680;82114017;88742254;93569909;98240089;103346002;109892918;116211231;121509474;127228571;133105713;134758551;141010533;146742207;153706179;158187218;165719623;171541243;178004937;183853483;193796652;203340086;210888713
"29000720005";"POLIZAS VIGENTES AL FINAL ANO ANTERIOR";"INCENDIO";94675;69324;69324;69324;69324;69324;69324;69324;69324;69324;69324;69324;104061;104061;104061;104061;104061;104061;104061;104061;104061;104061;104061;104061
"29000720010";"POLIZAS EMITIDAS NUEVAS";"INCENDIO";5786;30855;34967;36307;34827;47904;40552;41723;45485;47283;48914;50496;3563;6629;10025;12565;15631;18845;21429;23519;23659;28221;77556;80373
"29000720015";"POLIZAS REHABILITADAS";"INCENDIO";1452;3226;5006;6582;8354;10172;11972;14016;16472;18852;20876;22726;1900;3346;5730;6210;6222;6230;6234;6256;6246;6254;12852;12285
"29000720020";"POLIZAS CANCELADAS Y-O VENCIDAS";"INCENDIO";-2163;-5168;-8110;-11164;-14330;-17056;-19682;-22874;-26762;-30800;-34714;-38485;-5375;-14634;-24735;-25941;-23565;-28636;-33436;-36206;-31704;-21409;-75672;-81056
"29000720999";"TOTAL POLIZAS VIGENTES FINAL EJERCIC";"INCENDIO";99750;98237;101187;101049;98175;110344;102166;102189;104519;104659;104400;104061;104149;99402;95081;96895;102349;100500;98288;97630;102262;117127;118797;115663
"29000721005";"PRIMAS CEDIDAS CONT AUTOM REASEG";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000721010";"PRIMAS CEDIDAS CONT FACUL REASEG";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000721015";"PRIMAS CEDIDAS CONTRATOS AUTOMAT REA";"INCENDIO";63532587;129323848;191809821;262494459;332193603;841892771;482087070;993248135;1069250186;1144580899;1218544799;1631737841;134826351;289529573;495281741;577971326;1041244708;1123306384;1205917259;1337272818;1550390964;915323951;998787713;1082076852
"29000721020";"PRIMAS CEDIDAS CONTRATOS FACUL REAS";"INCENDIO";24502;33001732;32966083;34673082;34673280;0;437394655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644659130;643970900;1153008407
"29000721999";"SUBTOTAL";"INCENDIO";63557089;162325580;224775904;297167541;366866883;841892771;919481725;993248135;1069250186;1144580899;1218544799;1631737841;134826351;289529573;495281741;577971326;1041244708;1123306384;1205917259;1337272818;1550390964;1559983081;1642758613;2235085259
"29000722005";"ELIMINADA";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000722010";"ELIMINADA";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000722015";"ELIMINADA";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000722999";"ELIMINADA";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000723005";"PRIMAS EMITIDAS RAMO DE TERREMOTO";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000723010";"PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000723015";"PRIMAS CEDIDAS INTER Y EXTER TERREMOTO";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000723020";"PRIM CED INT Y EXT(COB) TERR INC OTR RAM";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000723999";"TOTAL PRIMAS RETENIDAS RIESGO DE TERREM";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000724005";"PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE";"INCENDIO";2429885785;5274696043;8032399010;10617035647;13316259455;17093300160;19639529080;22550626712;25570523187;28363019332;31252837416;35135007075;2796584589;5738975878;9079276922;11801870290;15398610563;18569488426;21256261652;24166494505;27500533086;30643767288;33576514210;37443312885
"29000724010";"AJUSTES O COMP PERIODICOS ANTER (RESTA)";"INCENDIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000724999";"SUBTOTAL BASE CAL APRTE PRONAS SEGUROS";"INCENDIO";2429885785;5274696043;8032399010;10617035647;13316259455;17093300160;19639529080;22550626712;25570523187;28363019332;31252837416;35135007075;2796584589;5738975878;9079276922;11801870290;15398610563;18569488426;21256261652;24166494505;27500533086;30643767288;33576514210;37443312885
"29000801005";"PRIMAS EMITIDAS DIRECTAS";"TERREMOTO";1594277317;3511162585;5425976509;7319700979;9213799498;11507250136;13338383985;15301338331;17401640675;19342442420;21467900012;23959058135;1917875686;4012472809;6272841317;8214287859;10450580433;12684001725;14545519560;16502796426;18769572324;20925531642;23094507632;25643342338
"29000801010";"PRIMAS ACEPTADAS EN COASEGURO";"TERREMOTO";75376413;151049241;171877586;195129376;217285290;225680531;232237373;304052711;340867510;381533972;404190912;537600008;50784229;94031964;108185222;126795384;206127928;219404640;237079169;332269975;368541672;446156480;493406407;636774213
"29000801015";"CANC Y-O ANULAC PRIMAS EMIT DIR Y COA";"TERREMOTO";0;-29898345;-49832008;-83743262;-98075416;-130234393;-134237398;-136627913;-140452338;-154801611;-179051235;-180584347;-4583903;-77299033;-79598967;-91021055;-113940906;-130185912;-135914921;-148775265;-189132135;-197652921;-254999273;-259465182
"29000801020";"ACEPTADAS REASEGURO INTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000801025";"ACEPTADAS REASEGURO EXTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000801030";"CANC Y-O ANULAC PRIMAS REASEG ACEP";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000801035";"CEDIDAS REASEGURO INTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000801040";"CEDIDAS REASEGURO EXTERIOR";"TERREMOTO";-38119553;-87501748;-124949320;-168497303;-210316789;-313258934;-359743054;-404062850;-449785173;-494983369;-539344796;-805860859;-114626359;-208741205;-332097597;-381711458;-484499256;-530112375;-579640950;-662370015;-794201181;-797138947;-855834639;-1189976665
"29000801045";"CANC Y-O ANULAC PRIMAS REASEG CEDI";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;-45550341;-45550341;-45550341;-45550341;-45550341;-45550341;-45550341;-45550341;-45550341;-54390550;-54390550
"29000801050";"Primas acept y/o cedidas x CamComp SOAT";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000801999";"SUBTOTAL";"TERREMOTO";1631534177;3544811733;5423072767;7262589790;9122692583;11289437340;13076640906;15064700279;17152270674;19074191412;21153694893;23510212937;1849449653;3866014876;6014880316;7913901071;10103818540;12288658419;14112593199;16069471462;18200331021;20422446595;22531470677;24885065254
"29000802005";"ELIMINADA";"TERREMOTO";285461529;525641733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802006";"LIBERAC RESER TEC DE PRIMA NO DEVENGADA";"TERREMOTO";0;0;761646938;968101445;1161514971;1321676911;1462511685;1586730983;1686228309;1761918853;1809696245;1829068274;361671724;615050481;925966451;1190704348;1432884630;1637237354;1819080444;1973591914;2096537288;2187202845;2245541378;2264168168
"29000802007";"LIBERAC RESER TEC POR INSUFICIE DE PRIMA";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802010";"LIBERACION RESERVA MATEMATICA";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802015";"LIBERACION RES MAT RIESGOS PROFESI";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802017";"LIBERACION RESERVA BEEPS(RESTA)";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802020";"LIBERACION RES SEG VIDA AHORRO CON";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802022";"LIBERAC RESER TEC DE INSUFICI DE ACTIVOS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802025";"ELIMINADA";"TERREMOTO";238499267;559560036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802026";"CONSTI RESER TEC DE PRIMA NO DEVENGADA";"TERREMOTO";0;0;-894209729;-1094095234;-1326299523;-1588974232;-1670592046;-1774875756;-1944102169;-2006304365;-2085884507;-2264168168;-480526243;-1017246335;-1590150013;-1756893625;-2111927226;-2361632849;-2398092525;-2573656272;-2776205139;-2991844749;-3100351144;-3273219515
"29000802027";"CONSTI RESER TEC POR INSUFICIE DE PRIMA";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802030";"CONST RESERVA MATEMATICA";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802035";"CONST RES MAT RIESGOS PROFESIONALES";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802037";"CONSTITUCION RESERVA MATEMA BEEPS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802040";"CONST RES SEG VIDA AHORRO CON PARTI";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802045";"CONSTITU RESER DE INSUFICIEN DE ACTIVOS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000802999";"SUBTOTAL";"TERREMOTO";46962262;-33918303;-132562791;-125993789;-164784552;-267297321;-208080361;-188144773;-257873860;-244385512;-276188262;-435099894;-118854519;-402195854;-664183562;-566189277;-679042596;-724395495;-579012081;-600064358;-679667851;-804641904;-854809766;-1009051347
"29000803999";"PRIMAS DEVENGADAS";"TERREMOTO";1678496439;3510893430;5290509976;7136596001;8957908031;11022140019;12868560545;14876555506;16894396814;18829805900;20877506631;23075113043;1730595134;3463819022;5350696754;7347711794;9424775944;11564262924;13533581118;15469407104;17520663170;19617804691;21676660911;23876013907
"29000804005";" LIBERACION RES MAT RIESGOS PROFESIO";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804007";"LIBERACION RES MATEMATICA BEEPS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804010";" LIBERACION RES PARA SINIESTROS AVISA";"TERREMOTO";60804193;98578600;98578600;103580182;185344741;185344741;203344741;210713741;215713741;277222465;277222465;281953029;8552954;26684446;36962720;41617378;43340261;152819250;168621625;170435825;266276966;327217845;327580156;329933656
"29000804015";" LIBERACION RES PARA SINIESTROS NO AVIS";"TERREMOTO";0;3241173;7167420;32447195;36315364;40527848;43538976;50239273;57230616;87389088;115473811;137583501;9052435;9125240;9125240;9125240;9125240;9125240;9125240;9205653;9205653;9396898;12463159;12463159
"29000804020";" LIBERACION RES DESVIAC DE SINIESTRAL";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804025";" LIBERACION RESERVAS ESPECIALES";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804026";"LIBERACION RESERVA DE RIESGO CATASTROFIC";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804030";" CONST RESERVA MATEMAT RIESG PROFES";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804035";" CONST RESERVA SINIESTROS AVISAD";"TERREMOTO";-65204863;-45288000;-47188000;-63842030;-79413065;-97073608;-143730608;-151853578;-207873804;-275985439;-310740250;-165600094;-45323689;-59289436;-74718601;-97196296;-100739846;-111938027;-120448672;-161673759;-167729263;-193383944;-204784536;-201842611
"29000804037";"CONSTITUCION RESERVA MAT BEEPS (RESTA)";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804040";" CONST RESERVA SINIESTROS NO AVIS";"TERREMOTO";-56832161;-56832161;-56832161;-77762298;-77762298;-77762298;-77762298;-77762298;-78706720;-78706720;-78706720;-72896386;0;-609755;-2797130;-5175185;-7466403;-9210795;-9368176;-9368176;-10431754;-14159705;-18339253;-23295950
"29000804045";" CONST RESERVA DESVIAC SINIESTRALID";"TERREMOTO";-659138409;-1417924698;-2169229113;-2905035922;-3649077041;-4515774942;-5230711877;-6026425795;-6860908271;-7629676620;-8461478013;-9404085232;-739779861;-1546405953;-2405952134;-3165560439;-4041555134;-4915491087;-5645065000;-6427880703;-7280224532;-8169070821;-9012680456;-9954026046
"29000804050";" CONST RESERVAS ESPECIALES";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804051";"CONST RESERVA DE RIESGO CATASTROFICO";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000804999";" SUBTOTAL";"TERREMOTO";-720371240;-1418225086;-2167503254;-2910612873;-3584592299;-4464738259;-5205321066;-5995088657;-6874544438;-7619757226;-8458228707;-9223045182;-767498161;-1570495458;-2437379905;-3217189302;-4097295882;-4874695419;-5597134983;-6419281160;-7182902930;-8039999727;-8895760930;-9836767792
"29000805005";"SINIESTROS LIQUIDADOS";"TERREMOTO";6911873;78151109;80365444;80558444;147884501;219192614;221802179;228302094;239513521;246046821;252504956;258246066;9709271;66151193;69782752;72989657;76766131;79400968;102032093;139782544;148165745;154957242;165212110;177509045
"29000805010";"SINIESTROS DE ACEP REASEG INTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000805015";"SINIESTROS DE ACEP CONT NO PROPORC";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000805020";"SINIESTROS DE ACEP REASEG EXTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000805025";"SINIESTROS DE ACEP CONTRAT NO PROP";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000805999";"SUBTOTAL";"TERREMOTO";6911873;78151109;80365444;80558444;147884501;219192614;221802179;228302094;239513521;246046821;252504956;258246066;9709271;66151193;69782752;72989657;76766131;79400968;102032093;139782544;148165745;154957242;165212110;177509045
"29000806005";"REEMB SINIESTROS SOB CESIONES REAS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000806010";"REEMB SINIESTROS CONTR NO PROPORC";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000806015";"REEMB SINIESTROS SOB CESIONES REAS";"TERREMOTO";0;0;0;0;0;115495;126495;126495;126495;126495;126495;126495;27886;49886;400716;400716;941677;941677;941677;952677;952677;963677;2526843;2638843
"29000806020";"REEMB SINIESTROS CONTR NO PROPORC";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000806025";"REEMB STROS GARANTIZ X LA NACION RGOS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000806030";"REEMB POR ENFERMEDAD PROFESIONAL";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000806999";"SUBTOTAL";"TERREMOTO";0;0;0;0;0;115495;126495;126495;126495;126495;126495;126495;27886;49886;400716;400716;941677;941677;941677;952677;952677;963677;2526843;2638843
"29000807005";" SALVAMENTOS DE ACEP REAS INTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000807010";" SALVAMENTOS DE ACEP REAS EXTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000807015";" SALVAMENTOS LIQUIDADOS Y REALIZADOS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000807020";" RECOBROS";"TERREMOTO";0;0;0;0;0;0;0;0;198724;198724;198724;198724;0;0;0;0;0;0;0;0;0;0;0;0
"29000807025";" GTOS SALVAM PARTE REASEG INTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000807030";" GTOS SALVAM PARTE REASEG EXTERIOR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000807999";" SUBTOTAL";"TERREMOTO";0;0;0;0;0;0;0;0;198724;198724;198724;198724;0;0;0;0;0;0;0;0;0;0;0;0
"29000808999";"SINIESTROS CTA COMPANIA";"TERREMOTO";-727283113;-1496376195;-2247868698;-2991171317;-3732476800;-4683815378;-5426996750;-6223264256;-7113732740;-7865478828;-8710408444;-9480966029;-777179546;-1636596765;-2506761941;-3289778243;-4173120336;-4953154710;-5698225399;-6558111027;-7330115998;-8193993292;-9058446197;-10011637994
"29000809005";"COMISIONES REASEGURO CEDIDO";"TERREMOTO";9529888;21132377;30495592;41348473;51803345;69108443;80745496;92712540;105034139;117237651;129215236;179035834;20568085;33278694;66030244;79427622;101208572;113692395;127085342;147047381;180565500;181432141;196168363;260459814
"29000809010";"INGRESOS EXCESO DE PERDIDA";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000809015";"PARTICIP UTILIDADES REASEG CEDIDO";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000809020";"INT Y GTOS RECONOCIDOS X REASEGUR";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000809025";"INTER RECON A REASEGURADORES";"TERREMOTO";-107620;-216601;-337805;-460574;-582160;-706715;-833940;-963763;-1093498;-1495190;-1720327;-1944755;-228717;-465566;-690515;-944979;-1195896;-1195896;-1477965;-1741856;-2012090;-2283278;-2549446;-2817055
"29000809030";"PARTICIPAC UTILIDADES Y OTROS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000809035";"COSTO EXCESO DE PERDIDA";"TERREMOTO";-647208949;-1247941958;-1897267049;-2525646161;-3174971260;-3803350369;-4260788899;-4718227491;-5160909915;-6630089373;-7319537884;-8031968056;-712430165;-1355915443;-2068345634;-2757794174;-3470224313;-4159672813;-4779108197;-5391417237;-5990241314;-6614909082;-7234436165;-7992750110
"29000809999";"SUBTOTAL";"TERREMOTO";-637786681;-1227026182;-1867109262;-2484758262;-3123750075;-3734948641;-4180877343;-4626478714;-5056969274;-6514346912;-7192042975;-7854876977;-692090797;-1323102315;-2003005905;-2679311531;-3370211637;-4047176314;-4653500820;-5246111712;-5811687904;-6435760219;-7040817248;-7735107351
"29000810005";"OTROS PRODUCTOS DE SEGUROS";"TERREMOTO";0;11294811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000810010";"REMUNERACION DE ADMON DE COASEG";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000810015";"GTOS DE ADMON COASEG ACEPTADO";"TERREMOTO";-383675;-1248539;-2764350;-3817628;-5932607;-6665657;-7235864;-7680890;-7980370;-8167811;-9737775;-10382538;-1250949;-2052297;-3168185;-4796010;-5301952;-5868404;-6723950;-7516722;-7945114;-8564031;-9727087;-10129847
"29000810020";"PROV CTAS POR COBRAR ACTIVIDAD ASEG";"TERREMOTO";-3369495;-46393186;-74668660;-82211249;-75277936;-110051447;-77541976;-78018886;-71923326;-87635476;-140595818;-106036166;0;0;-50504379;-50638133;-43599284;-47075073;-60245934;-80261845;-62646209;-57194363;-23983335;-61125990
"29000810025";"CTOS RIESGOS PROFESIONALES";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000810030";"CONTRIBUCIONES DE SEGUROS";"TERREMOTO";-35521342;-74448304;-112762481;-150423783;-188462235;-233855975;-270529732;-311177318;-353843177;-393185557;-435662856;-488123543;-39281518;-80584114;-126028552;-165001244;-210855349;-255464407;-292933675;-333725825;-378979645;-423480718;-466658310;-520413049
"29000810035";"OTROS EGRESOS";"TERREMOTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000810999";"SUBTOTAL";"TERREMOTO";-39274512;-110795218;-190195491;-236452660;-269672778;-350573079;-355307572;-396877094;-433746873;-488988844;-585996449;-604542247;-40532467;-82636411;-179701116;-220435387;-259756585;-308407884;-359903559;-421504392;-449570968;-489239112;-500368732;-591668886
"29000811005";"ELIMINADA";"TERREMOTO";80180696;161052638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000811010";"ELIMINADA";"TERREMOTO";65703620;144893626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000811015";"GASTOS DE ADMINISTRACION DIRECTOS RAMO";"TERREMOTO";0;0;67040985;89063686;111533334;137069769;158965986;183214651;208217094;231030407;256306552;284583966;22621604;46953899;73196368;95550752;121954274;148077752;169747904;192974155;218552870;244943049;270277362;298306321
