Cuenta;Nombre_cuenta;Ramo;31/01/2016;29/02/2016;31/03/2016;30/04/2016;31/05/2016;30/06/2016;31/07/2016;31/08/2016;30/09/2016;31/10/2016;30/11/2016;31/12/2016;31/01/2017;28/02/2017;31/03/2017;30/04/2017;31/05/2017;30/06/2017;31/07/2017;31/08/2017;30/09/2017;31/10/2017;30/11/2017;31/12/2017;31/01/2018
29000911015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;SUSTRACCION; -     ; -     ; 254,667,185   ; 307,949,808   ; 377,572,304   ; 435,774,724   ; 508,209,572   ; 570,525,087   ; 631,991,518   ; 850,416,924   ; 148,608,243   ; 169,194,158   ; 14,145,107   ; 23,987,927   ; 36,375,243   ; 41,566,093   ; 56,491,091   ; 68,364,966   ; 82,391,198   ; 92,467,556   ; 105,886,936   ; 116,900,804   ; 124,132,915   ; 145,622,172   ; 11,103,177   
29000911020;GASTOS DEPERSONAL DIRECTOS RAMO;SUSTRACCION; -     ; -     ; 119,256,086   ; 137,645,253   ; 149,572,950   ; 168,432,175   ; 191,432,217   ; 210,862,470   ; 229,808,887   ; 251,773,468   ; 128,191,857   ; 155,406,675   ; 25,638,374   ; 55,898,542   ; 101,305,061   ; 132,095,104   ; 164,611,162   ; 232,898,845   ; 270,931,802   ; 304,789,821   ; 337,673,044   ; 371,387,310   ; 405,987,940   ; 440,590,258   ; 33,379,024   
29000911025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;SUSTRACCION; -     ; -     ; 568,369,376   ; 634,357,633   ; 729,445,746   ; 824,109,007   ; 964,669,152   ; 1,073,700,679   ; 1,177,813,810   ; 1,311,115,877   ; 3,495,915,786   ; 3,864,348,023   ; 511,083,706   ; 656,053,393   ; 840,237,984   ; 884,656,622   ; 1,192,526,992   ; 1,453,805,120   ; 1,375,580,766   ; 1,686,530,618   ; 2,151,972,910   ; 2,367,224,453   ; 2,550,830,711   ; 2,931,114,341   ; 76,250,329   
29000911030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;SUSTRACCION; -     ; -     ; 164,907,741   ; 207,121,554   ; 300,755,842   ; 339,538,330   ; 392,145,523   ; 437,081,255   ; 483,655,267   ; 538,553,302   ; 1,189,046,106   ; 1,365,281,217   ; 106,410,162   ; 208,766,160   ; 240,497,192   ; 263,952,720   ; 367,355,831   ; 406,910,232   ; 538,851,095   ; 617,192,305   ; 666,519,755   ; 730,102,317   ; 793,659,742   ; 983,399,262   ; 57,751,752   
29000911999;SUBTOTAL;SUSTRACCION; 373,500,712   ; 822,060,310   ; 1,107,200,389   ; 1,287,074,249   ; 1,557,346,841   ; 1,767,854,236   ; 2,056,456,464   ; 2,292,169,492   ; 2,523,269,482   ; 2,951,859,571   ; 4,961,761,992   ; 5,554,230,073   ; 657,277,349   ; 944,706,022   ; 1,218,415,480   ; 1,322,270,539   ; 1,780,985,076   ; 2,161,979,163   ; 2,267,754,861   ; 2,700,980,300   ; 3,262,052,645   ; 3,585,614,884   ; 3,874,611,308   ; 4,500,726,033   ; 178,484,282   
29000912005;REMUNERACION A FAVOR DE INTERMEDIA;SUSTRACCION; 159,744,077   ; 308,846,482   ; 468,695,702   ; 623,933,705   ; 784,943,667   ; 940,215,406   ; 1,102,057,419   ; 1,261,221,483   ; 1,410,680,503   ; 1,563,838,283   ; 4,064,835,219   ; 4,572,404,018   ; 358,739,221   ; 552,220,920   ; 821,713,689   ; 978,388,437   ; 1,351,719,664   ; 1,486,209,437   ; 1,703,325,618   ; 1,901,169,346   ; 2,066,009,552   ; 2,234,792,358   ; 2,399,812,184   ; 3,084,495,970   ; 183,814,106   
29000912010;COMISIONES AFP;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000912015;ELIMINADA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000912020;GASTOS EN TARIFACION;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000912025;REMU POR USO DE RED Y A CANA DE COMERC;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; 2,011,011,299   ; 2,808,535,844   ; 284,094,759   ; 497,537,430   ; 800,288,378   ; 1,050,681,315   ; 1,496,402,645   ; 1,763,794,109   ; 2,262,390,449   ; 2,559,827,016   ; 2,839,382,433   ; 3,116,676,933   ; 3,427,927,883   ; 4,314,555,746   ; 305,555,684   
29000912030;PAPELERIA Y GASTOS DE ENTREGA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000912999;SUBTOTAL;SUSTRACCION; 159,744,077   ; 308,846,482   ; 468,695,702   ; 623,933,705   ; 784,943,667   ; 940,215,406   ; 1,102,057,419   ; 1,261,221,483   ; 1,410,680,503   ; 1,563,838,283   ; 6,075,846,518   ; 7,380,939,862   ; 642,833,980   ; 1,049,758,350   ; 1,622,002,067   ; 2,029,069,752   ; 2,848,122,309   ; 3,250,003,546   ; 3,965,716,067   ; 4,460,996,362   ; 4,905,391,985   ; 5,351,469,291   ; 5,827,740,067   ; 7,399,051,716   ; 489,369,790   
29000913999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;SUSTRACCION;-300,650,682   ;-568,333,012   ; -     ; -     ; -     ;-1,204,182,509   ;-1,394,129,493   ;-1,539,175,856   ;-1,596,086,526   ;-1,917,384,722   ;-7,155,255,664   ;-9,058,726,133   ;-1,308,115,670   ;-2,001,183,425   ;-2,841,587,723   ;-4,877,230,083   ;-7,597,559,334   ;-8,298,216,121   ;-9,087,510,154   ;-9,994,470,445   ;-10,938,575,424   ;-11,696,577,856   ;-12,461,164,379   ;-14,656,255,746   ;-667,385,113   
29000914999;RESULTADO TECNICO;SUSTRACCION;-73,401,024   ;-108,140,582   ; -     ; -     ; -     ; 67,556,337   ; 43,085,989   ; 107,279,421   ; 259,848,787   ; 121,266,721   ; 3,281,182,704   ; 3,824,507,329   ; 162,333,246   ; 684,695,652   ; 997,960,301   ; 344,428,870   ;-1,134,868,473   ;-790,798,835   ;-113,693,169   ;-69,250,945   ; 82,674,677   ; 500,793,512   ; 805,332,088   ; 647,945,204   ; 211,731,640   
29000915005;ELIMINADA;SUSTRACCION; 139,851,331   ; 175,698,390   ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000915010;OTRAS PROVISIONES;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ;-7,003,935   ;-16,435,694   ;-37,681,039   ;-11,472,527   ;-4,913,879   ;-2,685,934   ;-4,969,229   ;-1,943,840   ;-1,140,515   ;-1,757,530   ;-21,860,189   ;-22,266,203   ;-26,485,766   ;-137,979,362   ;-3,478,084   
29000915015;Ys Y-O EGRESOS REPORTES PROG ESPEC;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000915020;OTROS INGRESOS Y EGRESOS;SUSTRACCION;-9,215,210   ;-2,433,385   ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; 164,327,627   ; 206,079,631   ; 56,304,650   ; 68,756,332   ; 70,745,652   ; 70,117,272   ; 160,190,862   ; 240,721,003   ; 256,013,599   ; 140,858,602   ; 152,385,997   ; 171,007,230   ; 109,029,340   ; 147,431,981   ;-16,426,720   
29000915025;ING REALI DE ACT V RAZ RESP LAS RES TECN;SUSTRACCION; -     ; -     ; 830,246,628   ; 937,583,415   ; 1,081,782,085   ; 1,184,075,776   ; 1,327,547,925   ; 1,437,554,984   ; 1,562,629,055   ; 1,662,428,669   ; 1,919,209,883   ; 1,931,433,877   ; 15,901,185   ; 56,253,092   ; 96,727,378   ; 142,898,212   ; 187,842,852   ; 241,444,799   ; 255,527,869   ; 266,753,546   ; 278,456,327   ; 306,986,413   ; 312,815,997   ; 321,271,143   ; -     
29000915030;ING CAUS ACT A CORT AMORT RESP RE TEC;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000915035;ING Y EGRE PORT DE INV DIF A RESER TECNI;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000915040;EGRE INVER DE LAS RESERNAS TECNICAS;SUSTRACCION; -     ; -     ;-677,980,155   ;-790,726,027   ;-828,223,887   ;-986,914,526   ;-1,035,496,229   ;-1,155,697,863   ;-1,273,018,843   ;-1,314,724,651   ;-1,314,724,651   ;-1,314,724,651   ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ;-1,490,903   
29000915045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000915999;SUBTOTAL;SUSTRACCION; 130,636,121   ; 173,265,006   ; 152,266,472   ; 146,857,388   ; 253,558,198   ; 197,161,250   ; 292,051,695   ; 281,857,121   ; 289,610,212   ; 347,704,017   ; 761,808,924   ; 806,353,163   ; 34,524,796   ; 113,536,897   ; 162,559,151   ; 210,329,550   ; 343,064,485   ; 480,221,962   ; 510,400,953   ; 405,854,618   ; 408,982,135   ; 455,727,440   ; 395,359,571   ; 330,723,762   ;-21,395,707   
29000916999;UTILIDAD ANTES DE IMPUESTOS;SUSTRACCION; 57,235,097   ; 65,124,423   ; 25,548,536   ; 198,296,456   ; 288,729,885   ; 264,717,587   ; 335,137,684   ; 389,136,542   ; 549,458,999   ; 468,970,738   ; 4,042,991,628   ; 4,630,860,492   ; 196,858,042   ; 798,232,549   ; 1,160,519,452   ; 554,758,420   ;-791,803,988   ;-310,576,873   ; 396,707,784   ; 336,603,673   ; 491,656,812   ; 956,520,952   ; 1,200,691,659   ; 978,668,966   ; 190,335,933   
29000917999;IMPTO DE RENTA Y COMPLEMENTARIOS;SUSTRACCION; 6,320,281   ; 12,254,262   ; 17,756,910   ; 24,277,535   ; 33,882,715   ; 52,698,584   ; 59,536,986   ; 65,443,775   ; 61,852,497   ; 69,181,672   ; 127,303,431   ; 194,725,813   ; 2,801,094   ; 4,973,553   ; 6,768,537   ; 7,290,635   ; 10,388,113   ; 12,213,983   ; 14,660,137   ; 16,562,923   ; 18,446,935   ; 20,040,020   ; 85,506,056   ; 23,874,673   ; 1,394,112   
29000918999;RESULTADOS DEL EJERCICIO;SUSTRACCION; 50,914,817   ; 52,870,161   ; 7,791,626   ; 174,018,921   ; 254,847,169   ; 212,019,004   ; 275,600,698   ; 323,692,767   ; 487,606,502   ; 399,789,066   ; 3,915,688,197   ; 4,436,134,679   ; 194,056,948   ; 793,258,996   ; 1,153,750,915   ; 547,467,785   ;-802,192,101   ;-322,790,856   ; 382,047,647   ; 320,040,750   ; 473,209,877   ; 936,480,932   ; 1,115,185,603   ; 954,794,293   ; 188,941,821   
29000919005;DIRECTOS;SUSTRACCION; 62,763   ; 61,522   ; 66,176   ; 35,399   ; 34,987   ; 40,090   ; 33,136   ; 27,344   ; 27,344   ; 25,675   ; 345,754   ; 322,157   ; 317,838   ; 317,838   ; 317,199   ; 317,199   ; 325,819   ; 341,392   ; 337,925   ; 341,457   ; 347,733   ; 348,030   ; 347,675   ; 339,538   ; 368,338   
29000919010;ACEPTADOS EN REASEGURO;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000919015;PARTE REASEGURO AL INTERIOR;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000919020;PARTE REASEGURO AL EXTERIOR;SUSTRACCION;-50,211   ;-49,218   ;-52,941   ;-28,320   ;-27,990   ;-32,072   ;-26,509   ;-21,876   ;-21,876   ;-20,540   ;-20,540   ; -     ;-114,000   ;-114,000   ;-1,291   ;-1,291   ;-3,329   ;-4,227   ;-3,624   ;-3,687   ;-3,502   ;-3,530   ;-3,299   ;-2,857   ;-1,082   
29000919999;RETENCION NETA DE LA COMPANIA;SUSTRACCION; 12,552   ; 12,304   ; 13,235   ; 7,079   ; 6,997   ; 8,018   ; 6,627   ; 5,468   ; 5,468   ; 5,135   ; 325,214   ; 322,157   ; 203,838   ; 203,838   ; 315,908   ; 315,908   ; 322,490   ; 337,165   ; 334,301   ; 337,770   ; 344,231   ; 344,500   ; 344,376   ; 336,681   ; 367,256   
29000920005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;SUSTRACCION; 925   ; 928   ; 931   ; 931   ; 931   ; 931   ; 931   ; 931   ; 931   ; 931   ; 947   ; 947   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,018   ; 3,051   
29000920010;POLIZAS EMITIDAS NUEVAS;SUSTRACCION; 45   ; 143   ; 240   ; 295   ; 350   ; 409   ; 445   ; 497   ; 536   ; 585   ; 620   ; 558   ; 30   ; 30   ; 39   ; 39   ; 57   ; 55   ; 57   ; 54   ; 53   ; 52   ; 47   ; 54   ; 37   
29000920015;POLIZAS REHABILITADAS;SUSTRACCION; 96   ; 304   ; 539   ; 730   ; 957   ; 1,176   ; 1,362   ; 1,487   ; 1,658   ; 1,783   ; 1,744   ; 1,744   ; 12   ; 12   ; 47   ; 44   ; 46   ; 46   ; 50   ; 54   ; 54   ; 55   ; 56   ; 55   ; -     
29000920020;POLIZAS CANCELADAS Y-O VENCIDAS;SUSTRACCION;-20   ;-44   ;-57   ;-79   ;-96   ;-119   ;-138   ;-155   ;-170   ;-188   ;-231   ;-231   ;-6   ;-6   ;-30   ;-35   ;-54   ;-60   ;-64   ;-66   ;-70   ;-73   ;-76   ;-76   ;-1   
29000920999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;SUSTRACCION; 1,046   ; 1,331   ; 1,653   ; 1,877   ; 2,142   ; 2,397   ; 2,600   ; 2,760   ; 2,955   ; 3,111   ; 3,080   ; 3,018   ; 3,054   ; 3,054   ; 3,074   ; 3,066   ; 3,067   ; 3,059   ; 3,061   ; 3,060   ; 3,055   ; 3,052   ; 3,045   ; 3,051   ; 3,087   
29000921005;PRIMAS CEDIDAS CONT AUTOM REASEG;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000921010;PRIMAS CEDIDAS CONT FACUL REASEG;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000921015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;SUSTRACCION; 1,030,888,603   ; 1,749,993,780   ; 2,607,949,242   ; 3,311,210,064   ; 4,134,115,747   ; 4,900,287,385   ; 5,667,387,126   ; 6,270,522,691   ; 6,933,436,029   ; 7,359,236,466   ; 7,388,863,016   ; 7,388,646,991   ; 11,251,954   ; 33,176,599   ; 55,825,076   ; 77,815,077   ; 48,664,317   ; 73,479,871   ; 76,117,970   ; 86,331,464   ; 87,355,329   ; 96,330,302   ; 96,759,844   ; 110,405,947   ; 2,650,762   
29000921020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;SUSTRACCION; 9,983,938   ; 10,113,019   ; 10,113,019   ; 10,515,463   ; 10,515,463   ; 10,515,463   ; 10,515,463   ; 10,515,463   ; 12,342,625   ; 12,342,625   ; 12,342,587   ; 11,999,426   ; 12,209,044   ; 10,290,292   ; 10,290,292   ; 17,398,937   ; 17,891,534   ; 17,966,753   ; 17,966,753   ; 17,966,754   ; 17,966,753   ; 17,966,753   ; 17,966,753   ; 17,966,753   ; -     
29000921999;SUBTOTAL;SUSTRACCION; 1,040,872,540   ; 1,760,106,799   ; -     ; -     ; -     ; 4,910,802,848   ; 5,677,902,590   ; 6,281,038,154   ; 6,945,778,654   ; 7,371,579,090   ; 7,401,205,603   ; 7,400,646,418   ; 23,460,998   ; 43,466,891   ; 66,115,368   ; 95,214,014   ; 66,555,851   ; 91,446,624   ; 94,084,723   ; 104,298,218   ; 105,322,082   ; 114,297,055   ; 114,726,597   ; 128,372,700   ; 2,650,762   
29000922005;ELIMINADA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000922010;ELIMINADA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000922015;ELIMINADA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000922999;ELIMINADA;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000923005;PRIMAS EMITIDAS RAMO DE TERREMOTO;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000923010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000923015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000923020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000923999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000924005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000924010;AJUSTES O COMP PERIODICOS ANTER (RESTA);SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29000924999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;SUSTRACCION; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001001005;PRIMAS EMITIDAS DIRECTAS;TRANSPORTE; 1,110,264,477   ; 2,074,309,022   ; 3,016,775,036   ; 4,132,567,381   ; 5,126,914,214   ; 5,979,822,516   ; 6,806,118,343   ; 7,752,779,550   ; 8,626,100,746   ; 9,340,304,022   ; 24,360,834,354   ; 26,423,824,093   ; 2,482,798,903   ; 175,132,478,902   ; 177,527,918,305   ; 179,767,513,794   ; 182,192,839,069   ; 183,976,242,346   ; 186,036,785,580   ; 188,215,963,922   ; 191,095,071,219   ; 193,046,690,161   ; 195,577,068,583   ; 198,136,448,489   ; 1,858,590,400   
29001001010;PRIMAS ACEPTADAS EN COASEGURO;TRANSPORTE; 158,732,512   ; 181,220,268   ; 199,620,140   ; 200,436,804   ; 235,524,484   ; 251,805,322   ; 290,865,405   ; 318,274,037   ; 352,403,123   ; 397,252,192   ; 743,381,040   ; 778,833,347   ; 72,619,694   ; 77,903,268   ; 85,976,943   ; 97,377,449   ; 159,864,440   ; 199,233,944   ; 306,780,324   ; 329,552,815   ; 377,307,492   ; 497,886,394   ; 591,524,445   ; 652,908,235   ; 168,925,801   
29001001015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;TRANSPORTE;-18,524,280   ;-18,782,362   ;-19,182,362   ;-20,921,861   ;-40,545,315   ;-58,945,315   ;-76,526,004   ;-86,179,266   ;-94,119,611   ;-101,140,666   ;-1,339,865,337   ;-1,347,610,706   ;-110,957,048   ;-170,036,824,220   ;-170,389,597,327   ;-170,604,846,005   ;-170,625,311,852   ;-170,769,556,277   ;-170,891,737,172   ;-171,255,044,568   ;-171,899,434,193   ;-172,180,219,571   ;-172,193,945,664   ;-172,201,756,664   ;-114,579,144   
29001001020;ACEPTADAS REASEGURO INTERIOR;TRANSPORTE; 6,102,834   ; 6,102,834   ; 43,133,310   ; 43,133,310   ; 67,005,012   ; 106,633,469   ; 106,633,469   ; 178,498,440   ; 189,765,444   ; 245,317,527   ; 593,761,080   ; 593,761,080   ; 17,849,473   ; 22,424,752   ; 22,424,752   ; 22,424,752   ; 43,370,525   ; 99,088,799   ; 99,088,799   ; 147,568,677   ; 186,076,922   ; 204,580,981   ; 212,463,390   ; 293,699,303   ; -     
29001001025;ACEPTADAS REASEGURO EXTERIOR;TRANSPORTE; 188   ; 188   ; 40,703,310   ; 46,067,168   ; 48,540,869   ; 53,910,253   ; 58,764,808   ; 71,972,380   ; 76,429,343   ; 76,429,343   ; 158,634,877   ; 158,634,877   ; 38,141,231   ; 38,141,231   ; 45,164,159   ; 45,164,159   ; 45,164,159   ; 228,764,627   ; 236,948,931   ; 236,948,931   ; 236,948,931   ; 196,522,591   ; 196,522,591   ; 156,088,326   ; -     
29001001030;CANC Y-O ANULAC PRIMAS REASEG ACEP;TRANSPORTE;-631,623   ;-631,623   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-4,727,254   ;-209,817,088   ;-209,817,088   ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001001035;CEDIDAS REASEGURO INTERIOR;TRANSPORTE; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001001040;CEDIDAS REASEGURO EXTERIOR;TRANSPORTE;-1,024,527,268   ;-1,815,762,861   ;-2,647,889,289   ;-3,550,221,148   ;-4,396,702,610   ;-5,114,998,879   ;-5,813,410,904   ;-6,677,268,148   ;-7,416,342,603   ;-8,069,585,906   ;-13,411,979,766   ;-14,217,712,935   ;-1,567,672,304   ;-3,122,475,077   ;-4,019,382,984   ;-5,312,710,100   ;-5,767,339,525   ;-6,141,144,473   ;-6,616,339,656   ;-6,988,241,654   ;-7,439,548,064   ;-7,708,645,647   ;-7,937,062,674   ;-8,651,908,382   ;-489,770,295   
29001001045;CANC Y-O ANULAC PRIMAS REASEG CEDI;TRANSPORTE;-15,426,859   ;-15,633,325   ;-19,229,830   ;-20,621,429   ;-36,320,192   ;-36,640,192   ;-50,704,743   ;-72,667,353   ;-79,019,629   ;-84,636,473   ;-93,084,471   ;-98,229,355   ;-86,518,979   ;-116,496,676   ;-136,823,877   ;-136,953,670   ;-140,604,524   ;-141,547,384   ;-175,705,871   ;-396,203,581   ;-607,394,991   ;-607,394,991   ;-610,111,237   ;-610,111,237   ;-1,301,517   
29001001050;Primas acept y/o cedidas x CamComp SOAT;TRANSPORTE; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001001999;SUBTOTAL;TRANSPORTE; 246,843,700   ; 442,088,791   ; 647,662,722   ; 866,955,830   ; 1,072,329,592   ; 1,250,140,304   ; 1,418,422,606   ; 1,626,017,093   ; 1,808,528,817   ; 1,968,485,730   ; 10,988,033,631   ; 12,278,142,023   ; 1,019,298,928   ; 2,228,145,532   ; 3,409,327,725   ; 4,151,877,719   ; 6,189,191,340   ; 7,734,176,350   ; 9,347,232,677   ; 11,082,951,704   ; 13,163,817,298   ; 14,664,209,900   ; 17,056,681,908   ; 18,995,590,544   ; 1,424,468,279   
29001002005;ELIMINADA;TRANSPORTE; 45,537,615   ; 72,364,083   ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001002006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;TRANSPORTE; -     ; -     ; 91,842,350   ; 108,405,722   ; 122,210,326   ; 131,114,866   ; 138,189,718   ; 142,646,686   ; 145,907,368   ; 148,415,348   ; 1,468,012,887   ; 1,470,118,241   ; 545,409,635   ; 914,846,969   ; 1,224,249,316   ; 1,540,884,029   ; 1,687,483,587   ; 1,801,232,252   ; 1,904,850,465   ; 1,977,334,622   ; 2,019,932,172   ; 2,052,116,091   ; 2,070,211,934   ; 2,069,855,548   ; 657,413,586   
29001002007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;TRANSPORTE; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001002010;LIBERACION RESERVA MATEMATICA;TRANSPORTE; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29001002015;LIBERACION RES MAT RIESGOS PROFESI;TRANSPORTE; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
